SKU,Name,Image,colour1,percent1,colour2,percent2,colour3,percent3
000772186025,"Let's Play House! Spray Squirt & Squeegee Play Set by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772186025.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLUE,55.0
000772186056,"Make-a-Face Sticker Pad - Crazy Animals by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772186056.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREEN,23.0,GREY/WHITE,21.0,BROWN,16.0
000772188012,"Melissa & Doug Unicorn Plush by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772188012.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,82.0
000772188029,"Melissa & Doug Orca Plush by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772188029.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLACK,69.0,GREY/WHITE,23.0,BLUE,5.0
000772189606,"Melissa & Doug Upright Piano by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772189606.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREEN,23.0,GREY/WHITE,18.0,YELLOW,14.0
000772190411,"Melissa & Doug Match & Roll Shape Sorter by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772190411.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",RED,20.0,PINK,16.0,PURPLE,14.0
000772190763,"Peek-Through Puzzle - Farm by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772190763.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",RED,21.0,PINK,20.0,GREEN,16.0
000772190800,"Farm Hands Animal Puppets","https://dynamic.indigoimages.ca/gifts/000772190800.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,22.0,PINK,19.0,BROWN,14.0
000772190817,"Zoo Friends Hand Puppets","https://dynamic.indigoimages.ca/gifts/000772190817.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,30.0,GREY/WHITE,21.0,GREEN,19.0
000772190862,"Melissa & Doug Jolly Helpers Hand Puppets by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772190862.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,20.0,GREY/WHITE,19.0,RED,17.0
000772190879,"Melissa & Doug Bold Buddies Hand Puppets by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772190879.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,22.0,BROWN,21.0,BLUE,17.0
000772192743,"Melissa & Doug Counting Caterpillar by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772192743.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREEN,31.0,BLUE,21.0,YELLOW,13.0
000772192804,"Melissa & Doug Grill & Serve BBQ Set by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772192804.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,38.0
000772192958,"Stained Glass - Butterfly","https://dynamic.indigoimages.ca/gifts/000772192958.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,23.0,BLUE,18.0,PINK,17.0
000772192996,"Stained Glass - Unicorn","https://dynamic.indigoimages.ca/gifts/000772192996.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLUE,30.0,GREY/WHITE,27.0,GREEN,13.0
000772193504,"Snacks & Sweets Food Cart by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772193504.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,57.0,PINK,20.0,BROWN,8.0
000772193511,"Melissa & Doug Cooking Utensil Set by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772193511.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,89.0
000772193566,"Baking Play Set by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772193566.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,29.0,BROWN,19.0,GREEN,15.0
000772193818,"Multi-Craft Weaving Loom","https://dynamic.indigoimages.ca/gifts/000772193818.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,32.0,BROWN,13.0,YELLOW,11.0
000772193863,"Melissa & Doug Hammer and Saw Tool Bench by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772193863.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,39.0,PINK,21.0,BLUE,12.0
000772193900,"Magnetic Car Loader by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772193900.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,37.0,PINK,19.0,BROWN,10.0
000772194006,"Round The Town Road Rug by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772194006.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,50.0
000772194013,"Round The Race Track Rug by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772194013.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLACK,30.0,GREY/WHITE,26.0,BROWN,16.0
000772194068,"Round The City Rescue Rug by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772194068.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLACK,21.0,BROWN,20.0,GREY/WHITE,11.0
000772194525,"Mystery Dish Diner Game  by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772194525.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,28.0,BLUE,25.0,YELLOW,11.0
000772194532,"Tips Ahoy! Game by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772194532.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,25.0,BLUE,17.0,BROWN,16.0
000772195119,"Melissa & Doug Mess-Free Glitter Flower & Butterfly Scenes","https://dynamic.indigoimages.ca/gifts/000772195119.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,29.0,PURPLE,27.0,BLUE,15.0
000772195409,"Melissa & Doug Lock and Latch Board by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772195409.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,46.0
000772198400,"Melissa & Doug Wooden Make-a-Cake Mixer Set by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772198400.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,43.0,BLUE,24.0,PINK,11.0
000772198424,"Melissa & Doug Wooden Brew & Serve Coffee Set by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772198424.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,51.0,BLUE,24.0,GREEN,9.0
000772203395,"Numbers Sound Puzzle by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772203395.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",ORANGE,32.0,GREY/WHITE,22.0,YELLOW,12.0
000772203401,"Alphabet Sound Puzzle","https://dynamic.indigoimages.ca/gifts/000772203401.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",ORANGE,29.0,GREY/WHITE,23.0,BLUE,11.0
000772204811,"Melissa & Doug Wood Block Set 100 Pcs by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772204811.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREEN,18.0,YELLOW,14.0,RED,14.0
000772211697,"Melissa & Doug Classic ABC Block Cart by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772211697.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,37.0,PINK,19.0,BROWN,14.0
000772227827,"Alphabet Nesting and Stacking Blocks by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772227827.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREEN,24.0,BROWN,15.0,BLUE,14.0
000772228664,"Children Around the World Floor Puzzle by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772228664.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLUE,33.0,GREEN,23.0,GREY/WHITE,19.0
000772232722,"Melissa & Doug ABC Small Peg Puzzle by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772232722.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,43.0
000772235495,"Best Friends Forever! Magnetic Dress-Up by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772235495.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PURPLE,36.0,GREY/WHITE,25.0,BLUE,11.0
000772237888,"Magnetic Calendar by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772237888.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,48.0,BLUE,20.0,PINK,9.0
000772238335,"Jumbo Alphabet Chunky Puzzle by Melissa & Doug","https://dynamic.indigoimages.ca/gifts/000772238335.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,18.0,BLUE,15.0,GREEN,13.0
008421000012,"TY PENNI - penguin-Phone holder by Ty","https://dynamic.indigoimages.ca/gifts/008421000012.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLACK,50.0,GREY/WHITE,28.0,BLUE,11.0
008421000029,"TY CHIMPS - monkey-Phone Holder by Ty","https://dynamic.indigoimages.ca/gifts/008421000029.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,54.0
008421000036,"TY UNI - unicorn-Phone holder by Ty","https://dynamic.indigoimages.ca/gifts/008421000036.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,56.0,PURPLE,34.0
008421000043,"TY PUPS - dog-Phone holder by Ty","https://dynamic.indigoimages.ca/gifts/008421000043.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,61.0
008421000050,"TY - Zelda the Dog Phone holder by Ty","https://dynamic.indigoimages.ca/gifts/008421000050.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,71.0
008421000067,"TY - Poo the Panda Phone holder by Ty","https://dynamic.indigoimages.ca/gifts/008421000067.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLACK,52.0,GREY/WHITE,20.0,BLUE,10.0
008421000074,"TY - Jesse the Giraffe Phone holder by Ty","https://dynamic.indigoimages.ca/gifts/008421000074.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,53.0
008421000081,"TY - Trixi the Leopard Phone holder by Ty","https://dynamic.indigoimages.ca/gifts/008421000081.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,33.0,BLACK,21.0,PURPLE,16.0
008421000098,"TY - Milly the Owl Phone holder by Ty","https://dynamic.indigoimages.ca/gifts/008421000098.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,50.0,GREY/WHITE,25.0,PURPLE,12.0
008421000104,"TY - Sly the Fox Phone holder by Ty","https://dynamic.indigoimages.ca/gifts/008421000104.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,44.0
008421000111,"TY - Scout the Husky Phone holder by Ty","https://dynamic.indigoimages.ca/gifts/008421000111.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,69.0
008421330003,"Ty - Leona Blue Leopard Clip by Ty","https://dynamic.indigoimages.ca/gifts/008421330003.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREEN,46.0,BLUE,41.0
008421330027,"Ty- Legs Purple Octopus Clip by Ty","https://dynamic.indigoimages.ca/gifts/008421330027.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PURPLE,55.0
008421330072,"Ty- Rocco Grey Racoon Clip by Ty","https://dynamic.indigoimages.ca/gifts/008421330072.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,41.0
008421341078,"Ty Beanie Boos Rocco Grey Raccoon Medium Plush by Ty","https://dynamic.indigoimages.ca/gifts/008421341078.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,38.0,BLACK,28.0,PURPLE,17.0
008421341085,"Ellie Beanie Boos (Medium) by Ty","https://dynamic.indigoimages.ca/gifts/008421341085.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,43.0,GREY/WHITE,22.0,BROWN,12.0
008421350049,"TY BEANIE BOOS - Twinkle the Purple Lamb (Clip) by Ty","https://dynamic.indigoimages.ca/gifts/008421350049.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,43.0,PINK,32.0
008421350056,"Ty Beanie Boos - Sammy the Brown Owl Clip by Ty","https://dynamic.indigoimages.ca/gifts/008421350056.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,48.0
008421350063,"Ty Beanie Boos - Pippie White Dog Clip by Ty","https://dynamic.indigoimages.ca/gifts/008421350063.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,49.0
008421350070,"Ty Beanie Boos - Pablo Tan Chihuahua Clip by Ty","https://dynamic.indigoimages.ca/gifts/008421350070.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,36.0,ORANGE,18.0,GREY/WHITE,12.0
008421350087,"Ty Beanie Boos - Patches Tan leopard Clip by Ty","https://dynamic.indigoimages.ca/gifts/008421350087.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,47.0,GREY/WHITE,21.0,BLACK,13.0
008421350100,"TY BEANIE BOOS - Bubby the Multicolor Bunny  (Clip) by Ty","https://dynamic.indigoimages.ca/gifts/008421350100.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,43.0,GREY/WHITE,22.0,BROWN,8.0
008421350148,"TY -Bundles the Mouse Ornament by Ty","https://dynamic.indigoimages.ca/gifts/008421350148.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,39.0,RED,20.0,GREEN,13.0
008421350155,"TY - Earmuffs the Penguin Ornament by Ty","https://dynamic.indigoimages.ca/gifts/008421350155.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,26.0,RED,26.0,BLACK,24.0
008421350162,"TY - Jingly the Gingerman Ornament by Ty","https://dynamic.indigoimages.ca/gifts/008421350162.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",RED,32.0,PINK,28.0,BROWN,22.0
008421350179,"TY - Crawler the Purple Spider Clip by Ty","https://dynamic.indigoimages.ca/gifts/008421350179.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,40.0,PURPLE,36.0
008421350193,"TY - Pierre the Pink Seal Clip by Ty","https://dynamic.indigoimages.ca/gifts/008421350193.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,78.0
008421360031,"Ty - Coconut Monkey (small) by Ty","https://dynamic.indigoimages.ca/gifts/008421360031.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,48.0,GREY/WHITE,22.0,BLACK,13.0
008421360062,"Ty - Slush Dog by Ty","https://dynamic.indigoimages.ca/gifts/008421360062.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,54.0,GREEN,23.0,BLUE,17.0
008421360086,"Beanie Boos Small - Waddles Penguin by Ty","https://dynamic.indigoimages.ca/gifts/008421360086.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,46.0,BLACK,34.0
008421360857,"Ty - Glamour Pink Leopard (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421360857.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PURPLE,51.0,PINK,38.0
008421360949,"Ty - Pinky Pink Barn Owl (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421360949.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,68.0
008421360956,"Ty - Swoops Brown barn owl (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421360956.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,40.0,BROWN,26.0,GREEN,11.0
008421361090,"Ty - Zippy Green Turtle by Ty","https://dynamic.indigoimages.ca/gifts/008421361090.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREEN,70.0
008421361236,"Ty - Speckles Frog (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421361236.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREEN,59.0,ORANGE,22.0,BROWN,6.0
008421361250,"Ty - Duke White/Brown Dog (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421361250.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,33.0,BLUE,24.0,BLACK,20.0
008421361298,"Ty - Tabitha Tabby Cat (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421361298.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,47.0,GREY/WHITE,27.0
008421361458,"Grapes - Purple Monkey (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421361458.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PURPLE,52.0,GREY/WHITE,27.0,PINK,7.0
008421361465,"Roxie - Pink/Purple Raccoon (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421361465.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,50.0,PURPLE,34.0
008421361472,"Zoey - Pink Zebra (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421361472.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PURPLE,34.0,GREY/WHITE,19.0,BLACK,18.0
008421361489,"Oscar - Blue/Purple Owl (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421361489.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLUE,74.0
008421361496,"Kacey - Pink Koala (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421361496.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,44.0,GREY/WHITE,29.0,PURPLE,13.0
008421361502,"Whiskers - Grey Schnauzer Dog (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421361502.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,61.0,BLUE,22.0,GREEN,9.0
008421361519,"Tasha - Pink/Grey Leopard (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421361519.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,37.0,PURPLE,23.0,PINK,13.0
008421361557,"Ty - Flora - Black/White Skunk (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421361557.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLACK,47.0
008421361564,"Ty - Specks - Grey Speckled Elephant (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421361564.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,35.0,GREY/WHITE,27.0,PINK,14.0
008421361571,"Ty - Maddie - Brown Dog with Bow (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421361571.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,78.0
008421361588,"Ty - Fantasia - Multicolor Unicorn (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421361588.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,46.0
008421361595,"Slick - Brown Fox (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421361595.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,30.0,BLACK,24.0,GREY/WHITE,22.0
008421361649,"Ty - Icy - White Seal (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421361649.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,44.0,BLUE,26.0,GREEN,16.0
008421361687,"Beanie Boos Clip - Screech the Orange Owl by Ty","https://dynamic.indigoimages.ca/gifts/008421361687.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",ORANGE,24.0,BROWN,24.0,BLACK,21.0
008421361717,"TY Purple Lamb (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421361717.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,35.0,PURPLE,29.0,PINK,18.0
008421361748,"Ty Beanie Boos - Cutie Pie Panda with Heart by Ty","https://dynamic.indigoimages.ca/gifts/008421361748.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLACK,38.0,GREY/WHITE,35.0
008421361755,"TY - Sugar Pie Pink Unicorn by Ty","https://dynamic.indigoimages.ca/gifts/008421361755.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,53.0,PURPLE,23.0,GREY/WHITE,11.0
008421361854,"Beanie Boos Small - Rosie the Purple Rose Turtle by Ty","https://dynamic.indigoimages.ca/gifts/008421361854.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,57.0,PURPLE,27.0,GREY/WHITE,8.0
008421361861,"Beanie Boos Small - Cinder the Green Dragon by Ty","https://dynamic.indigoimages.ca/gifts/008421361861.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREEN,31.0,BLUE,26.0,GREY/WHITE,24.0
008421361878,"Beanie Boos Small - Tusk the Pink Walrus by Ty","https://dynamic.indigoimages.ca/gifts/008421361878.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,62.0
008421361885,"Beanie Boos Small - Brutus the Boxer Dog by Ty","https://dynamic.indigoimages.ca/gifts/008421361885.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,49.0,GREY/WHITE,22.0,BLACK,16.0
008421361892,"Beanie Boos Small - Sophie the Pink Cat by Ty","https://dynamic.indigoimages.ca/gifts/008421361892.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,48.0
008421361908,"Beanie Boos Small - Buckwheat the Brown Lynx by Ty","https://dynamic.indigoimages.ca/gifts/008421361908.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,41.0
008421361915,"Beanie Boos Small - Dougie the Brown Dachshund Dog by Ty","https://dynamic.indigoimages.ca/gifts/008421361915.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,75.0
008421361922,"Beanie Boos Small - Squeaker the Mouse with Cheese by Ty","https://dynamic.indigoimages.ca/gifts/008421361922.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,38.0,PURPLE,37.0
008421361939,"Beanie Boos Small -Barley the Brown Chow Dog by Ty","https://dynamic.indigoimages.ca/gifts/008421361939.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,63.0,RED,21.0,PINK,6.0
008421365036,"Beanie Boos Clip - Slush the Dog by Ty","https://dynamic.indigoimages.ca/gifts/008421365036.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,62.0
008421365050,"Ty - Waddles Penguin Clip by Ty","https://dynamic.indigoimages.ca/gifts/008421365050.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,40.0,BLACK,29.0,BLUE,15.0
008421365852,"Beanie Boos Clip - Glamour the Pink Leopard by Ty","https://dynamic.indigoimages.ca/gifts/008421365852.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PURPLE,53.0
008421373352,"TY Frizzys - Zwippy (Clip) by Ty","https://dynamic.indigoimages.ca/gifts/008421373352.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PURPLE,73.0
008421411627,"TY Plush - Dory (Small) by Ty","https://dynamic.indigoimages.ca/gifts/008421411627.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLUE,73.0
008421365890,"Ty - Zippy Green Turtle Clip by Ty","https://dynamic.indigoimages.ca/gifts/008421365890.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREEN,71.0
008421366026,"Ty - Owliver Camo Owl Clip by Ty","https://dynamic.indigoimages.ca/gifts/008421366026.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,62.0
008421366088,"Ty - Pinkie Owl (Large) by Ty","https://dynamic.indigoimages.ca/gifts/008421366088.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,70.0
008421366132,"Slick - Brown Fox Clip by Ty","https://dynamic.indigoimages.ca/gifts/008421366132.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,31.0,GREY/WHITE,28.0,BLACK,22.0
008421366149,"Roxie - Pink/Purple Raccoon Clip by Ty","https://dynamic.indigoimages.ca/gifts/008421366149.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,46.0,PURPLE,34.0
008421366156,"Zoey - Pink Zebra Clip by Ty","https://dynamic.indigoimages.ca/gifts/008421366156.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,27.0,GREY/WHITE,18.0,PURPLE,18.0
008421366163,"Ty Beanie Boos - Tasha Leopard Clip (Pink/Grey) by Ty","https://dynamic.indigoimages.ca/gifts/008421366163.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,36.0,BLACK,18.0,PINK,18.0
008421366170,"Beanie Boos Clip - Specks the Grey Speckled Elephant by Ty","https://dynamic.indigoimages.ca/gifts/008421366170.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,47.0
008421366187,"Beanie Boos Clip - Maddie the Brown Dog with Bow  by Ty","https://dynamic.indigoimages.ca/gifts/008421366187.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,48.0
008421366194,"Beanie Boos Clip - Fantasia the Rainbow Unicorn by Ty","https://dynamic.indigoimages.ca/gifts/008421366194.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,41.0
008421366200,"Oscar - Blue/Purple Owl Clip by Ty","https://dynamic.indigoimages.ca/gifts/008421366200.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLUE,69.0
008421366231,"Grapes - Purple Monkey Clip by Ty","https://dynamic.indigoimages.ca/gifts/008421366231.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PURPLE,51.0,GREY/WHITE,25.0,PINK,6.0
008421366248,"TY - Icy the White Seal (Clip) by Ty","https://dynamic.indigoimages.ca/gifts/008421366248.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,39.0,GREEN,22.0,BLUE,21.0
008421366347,"Beanie Boos Clip - Sophie the Pink Cat by Ty","https://dynamic.indigoimages.ca/gifts/008421366347.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PURPLE,61.0
008421366354,"Beanie Boos Clip - Buckwheat the Brown Linx by Ty","https://dynamic.indigoimages.ca/gifts/008421366354.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,37.0,PINK,20.0,GREY/WHITE,16.0
008421366361,"Beanie Boos Clip - Boxer the Dog by Ty","https://dynamic.indigoimages.ca/gifts/008421366361.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BROWN,43.0,GREY/WHITE,28.0,BLACK,17.0
008421366378,"Beanie Boos Clip - Cinder the Green Dragon by Ty","https://dynamic.indigoimages.ca/gifts/008421366378.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREEN,28.0,GREY/WHITE,25.0,BLUE,24.0
008421367108,"Exclusive Chillz Penguin by Ty","https://dynamic.indigoimages.ca/gifts/008421367108.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",PINK,46.0,GREY/WHITE,27.0,BROWN,8.0
008421367276,"Ty - Rocco Grey Racoon by Ty","https://dynamic.indigoimages.ca/gifts/008421367276.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",GREY/WHITE,44.0,BLACK,27.0,PINK,15.0
008421367412,"Ty - Icecube Blue Penguin by Ty","https://dynamic.indigoimages.ca/gifts/008421367412.jpg?maxheight=240&width=228&quality=85&sale=25&lang=en",BLUE,55.0,GREY/WHITE,29.0
